2025-11-20 15:25:24.619765,vehicle-position,12.269456001376966,success
2025-11-20 15:25:25.660940,vehicle-position,20.216118999087485,success
2025-11-20 15:25:26.681398,vehicle-position,0.799927998741623,success
2025-11-20 15:25:27.706255,vehicle-position,2.3961000006238464,success
2025-11-20 15:25:28.726839,vehicle-position,2.7722109989554156,success
2025-11-20 15:25:29.766134,vehicle-position,18.85077200131491,success
2025-11-20 15:25:30.786210,vehicle-position,4.619338000338757,success
2025-11-20 15:25:31.825974,vehicle-position,17.034475000400562,success
2025-11-20 15:25:32.843390,vehicle-position,0.5651230021612719,success
2025-11-20 15:25:33.870233,vehicle-position,7.544764001067961,success
2025-11-20 15:25:34.890785,vehicle-position,4.14109299890697,success
2025-11-20 15:25:35.912043,vehicle-position,1.3788109972665552,success
2025-11-20 15:25:36.943108,vehicle-position,14.72708499932196,success
2025-11-20 15:25:37.982370,vehicle-position,15.144753000640776,success
2025-11-20 15:25:39.012575,vehicle-position,13.212468002166133,success
2025-11-20 15:25:40.050381,vehicle-position,18.241491001390386,success
2025-11-20 15:25:41.075497,vehicle-position,6.0612939996644855,success
2025-11-20 15:25:42.094696,vehicle-position,0.2138799973181449,success
2025-11-20 15:25:43.115592,vehicle-position,2.681934001884656,success
2025-11-20 15:25:44.140527,vehicle-position,4.2083369989995845,success
2025-11-20 15:25:45.169868,vehicle-position,12.234519999765325,success
2025-11-20 15:25:46.205581,vehicle-position,16.91951399698155,success
